(00, 00, 00, 00) 0x12, 0.140625
(00, 00, 00, 01) 0x02, 0.015625
(00, 00, 00, 02) 0x03, 0.0234375
(00, 00, 00, 03) 0xfc, -0.03125
(00, 00, 00, 04) 0x03, 0.0234375
(00, 00, 01, 00) 0x01, 0.0078125
(00, 00, 01, 01) 0xf5, -0.0859375
(00, 00, 01, 02) 0xf0, -0.125
(00, 00, 01, 03) 0xf2, -0.109375
(00, 00, 01, 04) 0x0d, 0.1015625
(00, 00, 02, 00) 0xf5, -0.0859375
(00, 00, 02, 01) 0xf0, -0.125
(00, 00, 02, 02) 0xeb, -0.1640625
(00, 00, 02, 03) 0xeb, -0.1640625
(00, 00, 02, 04) 0x03, 0.0234375
(00, 00, 03, 00) 0xf6, -0.078125
(00, 00, 03, 01) 0x03, 0.0234375
(00, 00, 03, 02) 0x08, 0.0625
(00, 00, 03, 03) 0x08, 0.0625
(00, 00, 03, 04) 0xfa, -0.046875
(00, 00, 04, 00) 0x03, 0.0234375
(00, 00, 04, 01) 0x00, 0.0
(00, 00, 04, 02) 0xfe, -0.015625
(00, 00, 04, 03) 0x04, 0.03125
(00, 00, 04, 04) 0xf7, -0.0703125
(00, 01, 00, 00) 0xdf, -0.2578125
(00, 01, 00, 01) 0xc8, -0.4375
(00, 01, 00, 02) 0xeb, -0.1640625
(00, 01, 00, 03) 0x00, 0.0
(00, 01, 00, 04) 0x17, 0.1796875
(00, 01, 01, 00) 0xc7, -0.4453125
(00, 01, 01, 01) 0xc4, -0.46875
(00, 01, 01, 02) 0xfd, -0.0234375
(00, 01, 01, 03) 0x05, 0.0390625
(00, 01, 01, 04) 0x09, 0.0703125
(00, 01, 02, 00) 0xda, -0.296875
(00, 01, 02, 01) 0xe5, -0.2109375
(00, 01, 02, 02) 0x0c, 0.09375
(00, 01, 02, 03) 0x16, 0.171875
(00, 01, 02, 04) 0xeb, -0.1640625
(00, 01, 03, 00) 0xec, -0.15625
(00, 01, 03, 01) 0x0a, 0.078125
(00, 01, 03, 02) 0x15, 0.1640625
(00, 01, 03, 03) 0xff, -0.0078125
(00, 01, 03, 04) 0xf9, -0.0546875
(00, 01, 04, 00) 0xe2, -0.234375
(00, 01, 04, 01) 0x08, 0.0625
(00, 01, 04, 02) 0x03, 0.0234375
(00, 01, 04, 03) 0x0d, 0.1015625
(00, 01, 04, 04) 0x03, 0.0234375
(00, 02, 00, 00) 0xf8, -0.0625
(00, 02, 00, 01) 0xf5, -0.0859375
(00, 02, 00, 02) 0xfb, -0.0390625
(00, 02, 00, 03) 0x0d, 0.1015625
(00, 02, 00, 04) 0x03, 0.0234375
(00, 02, 01, 00) 0xf4, -0.09375
(00, 02, 01, 01) 0xec, -0.15625
(00, 02, 01, 02) 0x11, 0.1328125
(00, 02, 01, 03) 0x12, 0.140625
(00, 02, 01, 04) 0xfc, -0.03125
(00, 02, 02, 00) 0x02, 0.015625
(00, 02, 02, 01) 0xfc, -0.03125
(00, 02, 02, 02) 0x03, 0.0234375
(00, 02, 02, 03) 0x00, 0.0
(00, 02, 02, 04) 0xe2, -0.234375
