(00, 00, 00, 00) 0x11, 0.06640625
(00, 00, 00, 01) 0xe6, -0.1015625
(00, 00, 00, 02) 0xe2, -0.1171875
(00, 00, 00, 03) 0xe2, -0.1171875
(00, 00, 00, 04) 0xa9, -0.33984375
(00, 00, 01, 00) 0x1a, 0.1015625
(00, 00, 01, 01) 0x19, 0.09765625
(00, 00, 01, 02) 0x26, 0.1484375
(00, 00, 01, 03) 0x09, 0.03515625
(00, 00, 01, 04) 0xea, -0.0859375
(00, 00, 02, 00) 0x0e, 0.0546875
(00, 00, 02, 01) 0x3f, 0.24609375
(00, 00, 02, 02) 0x5f, 0.37109375
(00, 00, 02, 03) 0x32, 0.1953125
(00, 00, 02, 04) 0x0d, 0.05078125
(00, 00, 03, 00) 0xe9, -0.08984375
(00, 00, 03, 01) 0x17, 0.08984375
(00, 00, 03, 02) 0x27, 0.15234375
(00, 00, 03, 03) 0x58, 0.34375
(00, 00, 03, 04) 0x28, 0.15625
(00, 00, 04, 00) 0xb1, -0.30859375
(00, 00, 04, 01) 0x94, -0.421875
(00, 00, 04, 02) 0xb5, -0.29296875
(00, 00, 04, 03) 0xcb, -0.20703125
(00, 00, 04, 04) 0xf8, -0.03125
(01, 00, 00, 00) 0xfc, -0.015625
(01, 00, 00, 01) 0x2d, 0.17578125
(01, 00, 00, 02) 0x26, 0.1484375
(01, 00, 00, 03) 0xa6, -0.3515625
(01, 00, 00, 04) 0xf1, -0.05859375
(01, 00, 01, 00) 0x12, 0.0703125
(01, 00, 01, 01) 0x52, 0.3203125
(01, 00, 01, 02) 0x22, 0.1328125
(01, 00, 01, 03) 0x9a, -0.3984375
(01, 00, 01, 04) 0x99, -0.40234375
(01, 00, 02, 00) 0xe8, -0.09375
(01, 00, 02, 01) 0x64, 0.390625
(01, 00, 02, 02) 0x0a, 0.0390625
(01, 00, 02, 03) 0xe2, -0.1171875
(01, 00, 02, 04) 0xca, -0.2109375
(01, 00, 03, 00) 0x26, 0.1484375
(01, 00, 03, 01) 0x0c, 0.046875
(01, 00, 03, 02) 0x4d, 0.30078125
(01, 00, 03, 03) 0x02, 0.0078125
(01, 00, 03, 04) 0xde, -0.1328125
(01, 00, 04, 00) 0xf4, -0.046875
(01, 00, 04, 01) 0xe1, -0.12109375
(01, 00, 04, 02) 0x24, 0.140625
(01, 00, 04, 03) 0x13, 0.07421875
(01, 00, 04, 04) 0xf9, -0.02734375
(02, 00, 00, 00) 0x9d, -0.38671875
(02, 00, 00, 01) 0xbe, -0.2578125
(02, 00, 00, 02) 0x01, 0.00390625
(02, 00, 00, 03) 0xf4, -0.046875
(02, 00, 00, 04) 0x35, 0.20703125
(02, 00, 01, 00) 0x11, 0.06640625
(02, 00, 01, 01) 0x0c, 0.046875
(02, 00, 01, 02) 0x0b, 0.04296875
(02, 00, 01, 03) 0x51, 0.31640625
(02, 00, 01, 04) 0x2c, 0.171875
(02, 00, 02, 00) 0xf6, -0.0390625
(02, 00, 02, 01) 0x4f, 0.30859375
(02, 00, 02, 02) 0x52, 0.3203125
(02, 00, 02, 03) 0x61, 0.37890625
(02, 00, 02, 04) 0xee, -0.0703125
(02, 00, 03, 00) 0x19, 0.09765625
(02, 00, 03, 01) 0x26, 0.1484375
(02, 00, 03, 02) 0x14, 0.078125
(02, 00, 03, 03) 0xd9, -0.15234375
(02, 00, 03, 04) 0xb1, -0.30859375
(02, 00, 04, 00) 0x1d, 0.11328125
(02, 00, 04, 01) 0xe8, -0.09375
(02, 00, 04, 02) 0xcb, -0.20703125
(02, 00, 04, 03) 0xa8, -0.34375
(02, 00, 04, 04) 0xcd, -0.19921875
(03, 00, 00, 00) 0x15, 0.08203125
(03, 00, 00, 01) 0x37, 0.21484375
(03, 00, 00, 02) 0x50, 0.3125
(03, 00, 00, 03) 0xeb, -0.08203125
